entry_angle,speed,speed_variance,stop_duration,time_of_intrusion,path_deviation
349.1691832,0.603649082,1.343653064,0.0,4,1.0
303.1628123,3.434238971,0.154731955,0.0,17,1.0
301.7983337,1.995856429,0.444256571,120.4406172,8,1.67707999
168.7295375,0.666826369,0.601755305,56.08285765,9,2.013917313
149.3350208,2.717940859,0.680277546,0.0,6,1.154363116
98.4265459,0.607133554,0.219845739,193.4867408,14,1.0
20.29517879,0.434961332,0.860176201,90.18213883,13,1.0
311.3000555,3.740483316,0.890395602,243.0059762,3,1.714483693
292.6443633,1.087327373,0.940124713,65.0536403,13,1.0
359.8983624,0.714168174,0.900985664,0.0,6,1.325531122
358.7892613,0.833561553,0.632493056,0.0,7,1.229509544
199.955414,1.284697969,0.996222345,229.0988045,23,1.029832457
276.8354695,0.598107993,0.817626505,0.0,7,1.0
340.1156628,1.110021243,0.006449953,0.0,4,1.578463681
305.8730606,3.101008282,0.009262884,244.9338754,22,1.610962491
89.04531663,2.448264359,0.723429904,0.0,10,1.766929757
162.1958887,0.373457426,1.114327391,103.7014815,22,1.493736304
46.49738945,1.257578782,0.778418182,221.8079695,1,1.303028722
343.4583698,3.564878819,0.835326279,0.0,14,1.365304367
218.2228684,1.689338822,0.176364241,0.0,18,1.696330207
82.31140998,3.715222471,0.626937208,0.0,17,1.0
241.8122464,0.545329142,1.056842639,0.0,14,1.47758485
222.5261666,0.905800584,0.778324602,198.7772715,18,1.068696259
128.9385785,0.499178427,0.641856929,124.9858015,6,1.450459482
40.88073319,2.081399591,0.83765017,73.85979517,3,1.0
241.7663504,3.354643176,0.690616503,0.0,13,1.640026905
187.3107723,0.998738516,1.069815359,0.0,7,1.535028736
278.034621,1.222529782,0.690315019,0.0,22,1.017842044
187.2588604,0.881991635,0.58770098,251.9898255,9,1.113172615
306.7853401,3.830281479,0.181055201,276.5570718,12,1.076402471
198.686462,1.204264758,1.085756738,0.0,5,1.322891619
201.9376698,0.758517287,0.223832389,80.53696511,3,2.111908172
315.595297,0.885531234,0.694991345,0.0,4,1.0
145.2538318,2.901246829,0.920382426,63.70297991,9,1.430274818
48.24548224,0.336644137,1.315734331,0.0,23,1.472312013
10.36176347,1.879184918,0.690651768,0.0,12,1.087617761
271.849412,0.515004965,1.156516885,0.0,18,1.0
223.3114385,1.203886475,0.610954555,0.0,10,1.21959096
253.4687165,1.769023239,0.375829271,296.7049816,18,1.0
76.66709814,0.356592761,1.706568656,0.0,4,1.522577792
49.09373121,1.308607682,0.11276537,149.7713083,4,1.0
5.23607964,1.429817698,1.768529749,0.0,0,1.2799718
126.2115212,3.131266903,1.251346768,59.89937252,20,1.0
212.3703673,2.217763232,0.370079024,0.0,8,1.74678791
141.2078562,0.770473547,0.859939221,0.0,6,1.927924792
157.4909719,3.012147797,0.040898317,0.0,8,1.156369704
325.49713,3.408244708,0.837212921,0.0,9,1.0
125.3719681,0.491895317,0.728839803,158.1425623,20,1.969012455
185.0362161,0.908039719,0.946589669,61.01262918,2,1.245456262
282.1150846,0.936084936,0.438408796,0.0,17,1.425661465
142.7554016,0.617697279,0.663609817,0.0,8,1.251481954
223.9512121,3.665738084,0.790509869,42.00123047,4,1.21775485
310.4509351,0.763700981,0.404614764,100.8223979,10,1.102860956
341.8274245,1.502294409,1.162438141,69.59028644,0,1.0
52.94645313,1.453173412,0.652055411,0.0,1,2.006997425
333.5715451,0.773363615,0.737749589,0.0,17,1.379190312
177.1618655,1.1580613,0.266888849,0.0,19,1.267398446
92.96797979,0.531443068,0.0,0.0,13,1.671252152
165.2888722,0.371809192,0.061463679,67.11233031,21,1.076201031
352.8117271,0.672631422,0.838525795,220.7420321,7,1.447875246
177.3425138,3.156281348,0.283883681,33.82662045,18,1.0
118.3505797,2.23955676,0.891551084,73.31891354,13,1.161994975
228.0243076,3.684932814,1.261896618,0.0,13,1.533766835
86.45242276,1.162280824,0.908390608,0.0,21,1.409955207
27.31079812,1.784510136,0.770524257,275.5167336,19,1.169579247
46.39669989,0.68096573,0.86227291,284.3837008,7,1.592369762
46.09650202,3.931377833,1.041609447,33.25474707,8,1.0
54.68496966,2.609991037,0.724687662,69.72394505,13,1.0
49.97778215,1.939197433,0.865477983,0.0,11,1.118941808
230.7149081,3.365156274,0.373833755,0.0,12,1.207829042
65.47683038,0.980429466,0.209515082,37.74729478,5,1.1670242
124.440222,3.012793409,0.397682709,0.0,13,1.129234452
322.8438276,0.510858024,0.469457044,224.9852276,14,1.661463289
170.6261905,3.427782939,0.453133964,131.289912,1,1.901461441
240.3207859,1.049244401,1.058657011,116.8102629,17,1.247783435
62.03515363,1.275922553,0.0,0.0,9,1.536744085
69.22404677,0.823823161,0.514507101,143.4227974,20,1.00594766
14.71270186,3.482171595,0.897312199,0.0,6,1.262131089
60.81662271,1.541220628,0.882705252,178.3059713,21,1.485379018
100.2925221,1.889214013,0.27242691,0.0,4,1.0
63.72377434,1.552946894,1.295487127,0.0,7,1.599967917
31.93291215,1.168569144,0.046498892,49.62113831,19,1.009161491
43.4289136,0.863945848,0.460013146,92.90030037,12,1.708531172
165.8803565,2.457716552,0.476068607,0.0,6,1.639828136
74.28013863,2.827033709,0.472059934,31.66903167,17,1.746236189
131.13715,2.767430699,1.143880169,0.0,8,1.709533558
181.2302175,0.887737147,0.606385209,0.0,11,2.073058989
248.5421383,1.035551878,0.72791019,0.0,23,1.502981318
14.15237034,0.752670927,0.951726917,239.5914974,16,1.0
287.7877436,3.134679859,0.344167306,0.0,9,1.351543914
226.0441402,1.489272226,0.538108015,92.32730951,6,1.116933042
29.4332515,1.774849847,1.270427171,30.41305923,20,1.0
314.4883047,3.252731084,0.751297172,0.0,4,1.811510208
331.5140642,0.900311373,0.1620092,115.845952,22,1.177511631
21.98806555,1.257006232,0.25745654,0.0,14,1.0
99.67595333,0.629532155,0.956773147,0.0,15,1.042093341
290.2324607,0.559991838,0.148210339,101.3946978,15,2.206020364
269.3734885,3.073071547,0.410803964,109.7837372,9,1.846950973
66.42756697,3.103948391,0.681320879,0.0,13,1.591795933
75.3657564,1.304443449,0.605448603,254.0695388,19,1.552308923
133.369957,0.562848069,1.193287037,0.0,16,1.0
174.4282747,0.855513838,0.0,0.0,5,1.0
222.5717178,2.93047863,0.792778869,0.0,0,1.523208668
132.8089102,3.791767674,0.486966848,164.0570318,10,1.935383686
166.5124978,1.366013392,1.126803283,0.0,0,1.0
269.0895377,1.270886055,0.505749151,0.0,11,1.261378002
13.20595304,0.949578343,0.517340295,176.7835701,23,1.39370027
90.87729996,0.524007692,0.598369365,117.6563016,19,1.107415257
256.8058509,0.743835356,0.335543739,0.0,14,1.229649483
322.2744616,0.669640895,0.363634931,0.0,4,1.0
184.2038792,2.441291889,0.54041772,34.61470859,9,1.423500163
191.5608547,0.308002874,1.257988973,66.37436101,16,1.368907565
38.58192408,2.999124622,0.40346006,137.3803111,9,1.546508418
161.0684521,0.459460529,0.32500105,112.7492563,6,1.218343017
191.7422159,0.619141156,0.439940757,0.0,17,1.585116768
87.28938131,0.65955687,0.601358414,0.0,5,1.435489978
96.92756314,0.866939184,1.31697783,0.0,8,1.794131844
135.8222987,1.250804133,0.29448589,71.45432633,1,1.194017194
7.2256312,1.798613016,1.59963718,39.61517807,21,1.677116196
115.9484996,1.1568337,0.780919741,0.0,11,1.210323554
76.12128252,0.321550598,0.199869546,0.0,4,1.556620611
117.8990468,1.203160038,0.381097957,72.81299994,14,1.831444109
43.11436745,2.160646211,0.0,116.854824,12,1.769957518
320.5898211,2.583819228,0.642672762,0.0,1,1.218452525
213.6932833,2.008394322,1.020614106,0.0,14,1.089742427
244.4768349,1.69055264,0.612435592,222.3382189,13,1.688454075
284.1016459,2.158983497,0.921122959,0.0,8,1.118599674
179.4391916,3.150881853,0.771394912,42.85418656,15,1.695943857
31.29130371,0.45382521,1.084053795,0.0,1,1.0
193.3583551,1.043223151,0.208104853,91.9366766,0,1.489500046
211.2628025,0.753011693,0.953152886,0.0,8,1.152706992
268.3582107,3.180024937,1.354710377,0.0,23,1.0
155.3974366,1.667756025,1.626119646,0.0,19,1.0
45.92890901,1.791341524,1.16813047,0.0,13,1.145202607
102.1593261,1.199241879,0.668588564,0.0,1,2.069868226
130.7096267,0.712490233,0.213890712,204.0323591,0,1.0
232.5302069,2.552758691,0.273350808,104.1447737,9,1.166821027
205.4801897,0.629381279,0.530730003,0.0,22,1.1604389
128.1948213,1.63445314,1.343968955,38.95943101,21,1.0
355.1454896,2.00122327,0.387852117,113.3004991,18,1.144756036
218.078935,1.855627682,0.671838892,102.2984084,17,1.240833715
85.40164502,0.962961283,0.976305511,133.2864986,23,1.032021199
36.64169014,0.785794476,0.0,0.0,19,1.442944708
55.02929011,2.822872475,0.174634992,75.3420115,21,1.932697116
88.54478222,2.156776854,1.381268481,242.9564994,19,1.28017318
57.84529437,2.224227297,1.017160979,299.6999242,10,1.025366537
67.16412866,0.854555643,1.019857816,0.0,8,1.256034124
102.6342607,1.988656555,0.224202222,118.7059674,14,1.16082641
62.41449431,1.095975697,1.180600634,146.0548062,15,1.738706003
322.8355529,1.493769491,0.273223396,116.1825148,12,1.114303124
28.88414844,2.231669317,0.636619143,51.88221113,20,1.494970305
188.8241002,3.4714809,0.877876973,0.0,5,1.415566973
147.7428577,3.842734805,0.93315463,267.2209591,14,1.342684782
353.6563021,2.526966754,0.797419187,91.38350931,14,1.0
40.33400478,0.940265575,0.519628216,0.0,21,1.05427921
143.2280157,0.613336711,0.0,106.522684,17,1.223880885
349.009356,2.949296316,0.632941122,47.24124052,10,1.0
311.5825653,2.41617443,0.0,76.06366945,0,1.0
294.1459455,2.543033155,0.827031732,96.05759423,13,1.108081833
92.84501774,1.730560081,0.208535928,62.70911985,1,1.436722079
61.51953146,1.034981874,0.536188461,0.0,1,1.863282968
240.7115592,0.504630661,0.395386938,238.1383474,19,1.406890908
334.5753561,3.491135903,0.826404923,45.9088595,9,1.350770875
200.4346415,0.694368618,0.283958512,0.0,15,1.327899555
205.7805682,0.369138336,0.702484684,143.699682,2,1.163593881
100.7924737,0.690262785,0.673819482,73.06631306,13,1.26188146
277.0174559,1.636641035,0.626308021,105.9257986,22,1.525335835
67.33574948,1.46854695,0.757070254,208.1479034,6,1.678481025
116.5245251,1.62473946,0.119005238,0.0,18,1.0
153.1571179,0.76707138,0.133644456,0.0,18,1.588613238
182.7397363,0.562668793,1.173390288,65.17818381,22,1.182167319
87.26750367,1.366303145,0.0,0.0,18,1.49781746
41.34125691,0.317942575,1.466539126,268.6887926,2,1.444176401
219.8232153,1.514776422,0.544894879,247.9582354,12,1.247296609
103.9069992,0.480710717,0.259808246,93.52939835,18,1.51025535
209.2457597,3.766305973,0.944459417,0.0,13,1.414081977
55.5705775,0.874439175,0.375106646,147.4043816,7,1.284934726
173.2104367,3.15261764,0.735278728,164.4962637,22,1.256264103
191.7321957,0.477038264,1.097232599,0.0,7,1.0
18.65647326,1.589038941,0.885302082,0.0,16,1.305734779
121.1775401,1.651476088,0.770597378,92.94521106,20,1.0
48.3892837,1.959323905,0.861852574,0.0,4,1.415163803
22.81498937,2.337888183,0.616029591,240.8673463,4,1.599633883
356.3856837,0.656502293,0.924437859,0.0,20,1.0
116.0473842,0.897109491,0.17088867,118.2771724,1,1.189261409
291.5548005,0.711156746,1.183646418,88.13168783,21,1.867782473
91.67063571,0.910725866,0.537517378,0.0,22,2.173130109
245.34098,0.46038163,0.670872732,0.0,10,1.261359823
273.6820296,1.953573537,0.474579584,216.2340053,14,1.324979567
214.4299466,2.44213173,0.842444335,0.0,22,1.271466257
169.7674279,0.576240349,1.021649439,0.0,6,1.360209431
148.2627291,0.405515895,0.203172187,0.0,10,1.794240152
125.592576,1.64872188,0.572286944,0.0,1,1.301340637
334.6304919,2.921484435,0.66794217,0.0,5,1.0
299.0229868,0.796110006,0.774529359,113.5341572,8,1.402855417
347.4096878,0.621137803,0.483376352,83.05691577,16,1.146058122
44.74700045,0.741545813,0.427216645,0.0,18,1.0
263.1122911,1.057179655,0.954440873,0.0,11,1.0
337.8025645,3.84790982,0.803455163,0.0,5,1.255979738
65.24390382,1.813343329,0.686185891,0.0,15,1.550714319
23.93865625,0.671061948,1.099762115,66.82908446,22,1.528444767
266.8034337,1.743862145,0.064908942,0.0,1,1.782288328
206.8103207,1.827186714,0.919381074,55.3739671,23,1.0
303.0583596,3.686086873,0.749451048,0.0,10,1.152068436
50.31805559,1.479325278,0.018031959,128.8895191,14,1.554186104
286.2962323,1.065255189,1.066530873,0.0,5,1.588308175
72.58583522,2.237806035,0.835945314,0.0,8,1.091615625
58.91613943,1.012642601,0.889336724,79.54304312,8,1.025207711
59.13568726,3.218349759,0.478537689,0.0,17,1.488475697
293.2468993,0.673240465,0.905035731,188.7354407,12,1.651710484
239.4709995,2.963121936,0.307624255,0.0,22,1.204993042
188.3035529,0.90928758,0.061832838,56.72136501,4,1.483775186
129.1789743,3.795228017,0.594777868,251.2155963,16,1.301135197
315.7921947,1.117041483,0.870003678,87.09803559,22,1.039365684
141.2802387,0.726987045,1.005970242,0.0,20,1.594086232
293.9757982,2.73613941,0.66027631,0.0,10,1.209060681
158.0885671,1.871636771,0.629413488,0.0,8,1.0
135.6999946,1.179848148,1.005728186,259.9089519,22,1.036781327
166.5647228,1.069581784,0.466425423,0.0,19,1.0
108.4960347,3.310931403,0.375150212,0.0,23,2.381592999
269.1393769,3.282974942,1.247295525,0.0,8,1.819658231
180.9793404,3.473959191,0.488895444,244.4274595,8,1.0
83.59657025,0.335013175,0.966645595,183.0417547,9,1.064073387
323.8468464,1.232779684,1.14385215,0.0,19,1.390002915
138.2008397,1.344099764,0.684002405,287.5456707,5,1.939818723
195.67903,2.149685643,0.705540791,0.0,3,1.589692326
326.3299599,0.882428517,1.319121585,0.0,0,1.388316318
224.7256785,1.361222735,0.076811091,63.1985679,5,1.064621257
42.08329466,1.652689039,0.070027362,289.5170598,23,1.491307806
338.3395645,2.943286194,0.926215493,103.3910674,5,1.475189852
225.9748991,0.573964665,0.43649777,0.0,11,1.313728638
120.5660213,2.270457308,0.944598078,200.7504333,2,1.268125631
50.13794616,2.401287366,0.577429029,0.0,12,1.121164461
285.8490681,0.650346427,0.93310882,229.2746033,23,1.814745159
223.2261921,1.113961981,0.247415583,0.0,9,1.0
192.0459931,3.919397601,0.845248819,104.6509751,8,1.423410951
321.8013299,0.933842634,0.399613857,0.0,16,1.306720283
283.894996,2.048862619,0.888092291,0.0,10,1.0
54.6029567,1.564217977,1.545838595,79.81492245,5,1.148702454
112.2199444,0.90287457,0.27820291,52.79939307,9,1.0
89.45609033,3.127784226,0.458364826,0.0,23,1.0
267.8206653,1.070196611,0.548902994,50.55437715,17,1.0
12.0716765,1.832489474,0.729100421,0.0,13,1.798030248
205.1602866,0.395941778,0.0,229.8451911,3,1.27630809
274.4851269,0.717799803,0.613295647,204.9295376,12,1.598035568
315.6356292,0.702467445,0.512606812,68.56411221,0,1.0
123.1494295,3.84366902,0.515423125,266.5677938,19,1.052274122
295.6526297,2.143495928,0.717813789,0.0,1,1.129868585
39.8274253,2.901194258,0.741628938,0.0,2,1.36392476
304.722825,0.422657005,0.735433164,0.0,19,1.512700041
45.89591844,0.525292645,0.169182092,0.0,2,1.408361139
143.0234246,3.72070067,0.499842865,153.0415099,5,1.0
287.0263317,0.498378386,0.483051604,0.0,6,1.596071325
53.97027385,1.418255553,0.810917355,276.0373806,10,1.056299981
82.53050228,3.896727462,0.213564493,175.6322905,6,1.406504687
260.0109246,2.754234128,0.677347515,0.0,16,1.0
259.2131532,1.527224752,1.243543196,231.6424697,20,1.197605328
230.8131478,1.395646821,0.0,181.9023623,18,1.506964718
249.82144,2.871868982,0.532036167,73.2394544,11,1.341100403
195.3807996,1.32830871,0.0,115.3137135,0,1.0
90.64766121,1.757166625,0.600109531,0.0,0,1.516806732
124.4505577,2.747940519,0.934185437,40.01245089,17,1.0
65.37517805,0.344964674,0.395634584,86.89871089,9,1.0
327.0422021,0.432834491,0.970424027,0.0,23,1.713232775
210.0210461,0.507155877,1.14433564,172.4717391,19,1.0
144.30651,3.624737606,0.760709982,0.0,2,1.615711048
166.3220893,3.99213391,0.39401082,86.00321912,13,1.205203731
341.0220023,1.992903491,0.814401708,189.9114069,7,1.558200002
55.20650512,1.875187213,1.272356303,67.23802409,15,1.0
211.0427395,0.692331438,0.067543924,0.0,17,1.641970958
182.1199244,3.197547408,1.043261696,0.0,8,1.081939744
220.1235248,1.297117158,0.084433375,201.5836677,3,1.190473201
6.519666176,3.378823417,0.0,238.9058866,0,1.0
313.9646072,2.329125753,0.106592033,94.22746323,20,1.0
335.5625817,3.037292579,0.584245454,0.0,22,1.603233204
203.4479461,0.82884626,1.105196535,0.0,13,1.03337934
250.7942966,1.365642163,0.0,51.19740408,10,1.0
332.0997772,1.956527749,0.995816064,0.0,3,1.05037965
254.6059084,3.236101617,0.538758174,110.1903417,20,1.515300128
54.91405545,1.345157464,0.158844704,223.7455983,15,1.0
207.4638097,3.584211559,0.836630415,91.40649819,8,1.714475862
218.4174167,1.888991639,0.410067459,0.0,21,1.079698728
152.6870417,1.654522269,1.503561143,0.0,13,1.145987671
265.1199248,1.844805667,0.799384844,0.0,5,1.0
336.3721253,2.639338942,0.622381695,0.0,1,1.0
333.2046646,0.765642872,0.859287507,0.0,0,1.175743567
162.3021737,2.801786637,1.137409344,78.42368063,19,1.261036831
40.7656965,3.874679126,1.176331934,0.0,18,1.443281115
354.5428316,1.549684256,0.971215437,268.8835566,22,1.0
302.0033111,1.339678438,1.150719817,83.01514352,6,1.0
44.87856523,0.594937872,1.081305992,288.4800996,21,1.977245585
331.5030777,1.896015523,0.963716429,0.0,14,1.364017726
313.1626903,1.452725427,0.442273404,0.0,4,1.260254545
186.7817006,1.337474695,1.10289498,201.3731686,2,1.711380128
212.8591569,0.957012201,0.428544074,57.38568369,14,1.0
143.6409734,2.062217168,0.705427938,161.4701299,3,1.0
19.71418998,0.323375243,0.449536724,0.0,4,1.542953034
120.671007,1.1460907,0.86959259,0.0,3,2.008267752
289.0272415,3.549446858,1.111825072,133.3829787,2,1.0
1.667528282,0.793917053,0.43725383,0.0,1,1.273836438
120.0597018,0.323382105,0.035307819,0.0,4,1.421325032
143.3407297,1.108563145,1.004215377,225.1630722,17,1.462095583
193.4624171,0.9945202,1.014239627,53.8291691,1,1.157037758
331.1480219,0.809104734,1.225785961,0.0,14,1.0
124.684558,0.765783355,0.957556974,102.0506943,17,1.0
124.9031527,0.746113378,0.966788085,0.0,17,2.083426982
265.5004493,1.556695671,0.31303226,36.3453956,7,1.918305495
162.7984587,1.433543103,0.894811589,185.1541737,11,1.011224025
80.85773626,1.482817494,1.458731094,0.0,22,1.282749594
162.8782258,1.171635017,0.378803137,45.83626983,8,1.031196692
50.70852734,1.645468426,0.112806996,0.0,18,1.154946135
63.49931514,1.489894142,0.656224989,210.2761684,0,1.216952355
179.4123982,0.449413517,0.974975886,135.5531033,21,1.0
150.8131618,2.474388702,0.686604793,0.0,16,1.245313495
329.3445244,0.497837924,1.313508405,215.9726605,0,1.319754026
130.4618037,0.725579817,0.255847546,0.0,19,1.0
209.0118061,3.993201824,0.0,111.2392206,16,1.0
227.6151437,2.046126774,1.171600283,266.7285597,5,1.0
4.714004372,0.924478411,0.036824117,104.2728418,4,1.0
238.8734539,0.872540238,0.726848503,143.0997287,4,1.17948389
64.09294807,1.86975925,1.160728394,0.0,10,1.212786054
345.9853143,2.943072775,0.686516362,246.8574631,10,1.215826954
53.51858199,2.683102464,0.320834733,158.3847694,10,2.112251213
149.2646845,1.715639236,1.108916146,0.0,11,1.401022547
30.72588051,1.649580945,0.668313395,0.0,11,1.430983428
358.8747307,1.160715585,0.511650499,0.0,1,1.324871751
180.7902037,2.719815855,1.257402922,30.02830068,2,1.0
214.3386062,0.545851914,0.449541786,0.0,6,1.229084264
24.14753186,1.572670583,0.360265035,0.0,19,1.280598504
269.9857693,3.011852509,0.238904081,99.75528855,13,1.574011405
75.56601351,1.192743507,1.086416581,70.99892139,21,1.0
323.2995442,1.778545821,0.771058526,0.0,15,1.052316676
73.85027057,3.335057636,0.405010591,0.0,23,1.0
68.64757944,0.883139859,0.024407636,153.3592171,13,1.012176205
13.15788043,1.03048326,1.163488937,0.0,16,1.161034583
169.9441002,1.187056836,0.410889471,0.0,14,1.0
203.342808,1.682229268,0.0,0.0,10,1.610395016
23.65511019,0.534833627,0.634938491,0.0,12,1.0
279.189942,2.043179822,1.013071232,230.1363754,5,1.555707693
163.1839805,1.751717041,0.888052741,223.2160823,16,1.101601088
188.780497,1.347028025,0.632478834,249.1686941,11,1.092330006
158.6745889,1.038131614,0.423281755,0.0,23,1.623415598
144.2747019,0.735317375,0.375747183,0.0,3,1.53679392
201.4705193,3.386851604,1.110390384,0.0,20,1.467913449
55.88648854,0.802405578,0.0,222.3020139,9,1.0
65.49412698,1.12287558,0.22032872,238.1166469,17,1.775836306
310.2428236,0.834971935,0.561667923,0.0,18,1.87415179
340.6015664,0.425743678,0.0,73.54228159,6,1.181584985
134.3913539,1.028518494,0.512819226,61.71218661,22,1.0
97.46808233,0.623161427,0.109214888,0.0,11,1.0
231.8398356,1.11322065,0.78991701,0.0,10,1.165867071
147.1443016,3.024156908,0.370722435,272.6134084,23,1.0
9.139088038,0.642692634,0.440108822,0.0,2,1.197457483
56.21493505,0.775232115,0.342781319,0.0,1,1.063084142
257.7500024,1.467103692,0.870489036,0.0,1,1.0
237.2126191,3.082141842,0.572435433,0.0,21,1.016012743
9.754557301,0.759044111,0.978421428,157.242633,1,1.320598172
79.9099783,1.804671618,1.08318327,0.0,14,1.0
83.18692677,2.242844245,0.485182331,87.67331465,3,1.145189925
241.8813877,0.581912659,0.321156677,60.80671614,2,1.64387853
7.095793592,3.034931107,0.432418897,294.4172401,16,1.0
37.47908951,0.537800181,1.664729486,0.0,1,1.0
287.9697907,2.876818665,0.353008465,111.4035719,9,1.334689813
64.27607834,1.927771098,0.530105778,0.0,6,1.751452237
234.9885988,0.79867582,0.685785494,46.06418184,8,1.459727292
85.74580118,1.889096243,0.818627461,0.0,19,1.018132145
35.79890139,2.344377055,0.641347043,0.0,14,1.016766846
87.54198876,0.647916553,1.309576631,0.0,7,1.091515229
260.0160955,0.389760963,0.694387496,0.0,16,1.155156167
308.0507285,0.92147268,0.540286424,147.8991771,10,2.285398345
298.8791512,1.504074947,0.982351519,80.81201367,15,1.336933487
142.9860707,2.522468402,0.245347528,0.0,21,2.015188763
240.5106492,2.982306349,0.815677719,61.29991103,23,1.62782679
73.79434635,0.34553217,0.451670713,0.0,17,1.0
105.5331829,1.358085302,1.114255967,0.0,23,1.09473429
322.6808947,2.575777859,1.145049024,100.8044402,3,1.270949722
4.680692464,0.718766432,0.530364985,45.68243771,17,1.365058646
30.78307111,1.26083108,0.251844573,110.3123343,19,1.325438797
74.83905185,1.492748896,0.0,0.0,7,1.0
9.551593395,0.958604484,0.690084194,0.0,14,1.0
65.31675663,0.319340829,0.0,0.0,12,1.280957156
209.8949619,2.352853393,0.565982795,76.423067,3,1.136443346
151.7128382,1.328103476,0.375615959,57.97039181,13,1.80814654
321.361816,0.430205902,0.823224561,45.69148364,14,1.300948819
294.2796822,1.708358936,0.59454357,201.4053915,14,1.606501718
123.0542466,1.562666781,0.373461929,0.0,23,1.558800347
93.39243604,3.147834888,0.939628009,234.5403763,22,1.271338898
136.6892669,2.858511749,0.163481079,88.15837697,4,1.740654092
212.5061793,1.500696628,0.825230389,0.0,23,1.113267937
96.5029107,0.952513203,1.424870374,0.0,14,1.277961947
224.6936068,0.306303965,0.986228646,130.9077143,17,1.326586834
147.3881948,1.882811799,0.437822436,0.0,2,1.0
198.7369851,0.533038467,0.192670543,88.22479955,19,1.0
157.0055505,0.367865975,0.973863787,0.0,9,1.0
106.0076734,1.911737708,0.110275808,0.0,4,1.0
341.4431905,2.578099466,0.602405905,108.0550306,4,1.244883115
274.8980859,3.231671031,0.889803567,0.0,14,1.422141565
50.44074328,0.558074197,0.19641967,84.80013341,0,1.0
312.6484713,3.070058426,0.174346695,160.6600131,0,1.321292263
175.4752314,0.535693968,0.072851776,209.6153065,15,1.197327948
322.0388017,3.932024192,1.237796363,0.0,16,1.67087483
287.9478921,2.408017273,1.27940323,0.0,13,1.097839373
153.0768616,3.373433319,1.273447272,55.07928415,14,1.933842355
8.088950995,0.420185795,1.326967716,98.89749817,13,1.604618168
96.72384938,1.171282636,0.346785977,270.7536721,20,1.166784728
194.9883173,0.326423122,0.0,0.0,1,1.08062282
228.0521591,3.800810637,1.281299043,161.0909013,2,1.654325405
92.83956676,3.334003065,0.971670867,0.0,23,1.166237993
50.16818667,0.439809963,0.939510654,47.78347768,11,1.31522587
300.5748852,0.370753545,0.183991541,67.35303602,23,1.095551975
354.3847851,1.057997572,0.638820394,0.0,1,1.077351895
189.2484656,1.973748214,0.663706809,91.90420753,7,1.0
61.80454291,1.546247968,0.574744702,0.0,11,1.847529092
98.03063755,1.225503103,0.259895073,0.0,8,1.141937905
6.620643557,3.255514155,0.0,236.8752389,13,1.353831501
329.1475704,2.559142011,0.298934337,0.0,5,1.496437636
42.39038984,1.516676393,0.0,0.0,16,1.842735084
207.5459312,1.055980285,0.43484856,31.19128764,10,1.076428271
98.65987945,1.251374007,0.354000673,0.0,18,1.0
199.5040809,2.979380084,0.132909743,0.0,20,1.336354394
234.5113398,3.781280773,0.760346374,271.4909738,12,1.499664083
298.7070493,1.192754322,0.462651486,54.6890741,2,1.083627915
74.31165783,1.889144962,0.491538017,242.5834294,2,1.519302344
3.958498317,0.343714549,1.15639655,216.7040373,20,1.300201328
49.27882682,3.362308145,0.471570223,141.2994117,13,1.159461499
324.0067111,1.993367501,0.781505649,107.612628,7,1.830480921
314.6004279,0.89844796,0.16675129,136.9918781,6,1.171743086
215.0687168,2.677763772,0.702173182,0.0,3,1.9627692
216.1860698,0.77139456,0.558979551,54.40663191,2,1.313210372
239.4132028,3.36490084,0.637021015,0.0,18,1.0
63.1336603,0.819911605,0.110061071,225.5142171,1,1.0
329.1883005,2.126260321,0.148104562,67.29105357,4,1.776326718
150.757389,3.688112666,0.461531352,0.0,11,1.681843343
137.9298702,0.937155191,1.13225568,92.60002764,1,1.618230679
186.8103739,1.032835429,0.023895584,106.7902718,17,1.813807872
16.90774804,0.392285632,1.272205506,75.64355175,14,2.018799989
59.86201275,2.743082449,0.317380922,102.6320626,15,1.0
265.6921019,0.572415232,0.633236032,37.65194187,11,1.0
29.80752045,2.293587519,1.001040884,61.30341233,11,1.187543845
298.4095707,0.811941567,0.71240032,91.94791293,6,1.0
13.3227485,0.994348633,1.017469746,0.0,23,1.609123241
214.6571563,0.882148028,0.488182622,0.0,16,1.144667332
82.80318142,1.687773036,0.633845589,38.10961547,7,1.0
43.40407888,1.92860633,1.105092916,0.0,0,1.163482537
27.70315259,3.738918206,0.111142483,59.32232556,21,1.0
250.6639593,3.898194178,0.907953094,152.5841142,20,1.814974231
122.354987,2.454441388,0.324373658,0.0,9,1.0
260.9160378,0.436240753,0.697238312,248.792633,14,1.0
23.52828269,3.595893542,0.815894602,0.0,22,1.016455484
113.5045216,3.450782492,0.129702814,138.24435,5,1.0
194.2168653,1.468324307,0.30137598,89.0758541,9,1.730891099
284.6603393,2.531965079,0.866343143,0.0,0,1.380471526
114.7509011,1.671012475,0.49595577,79.03307283,5,1.0
225.3208955,0.471116547,0.314535364,0.0,12,1.0
318.9519894,2.584745169,0.677892901,228.2428722,2,1.121892007
221.7107477,1.322193451,0.168232919,0.0,11,1.0
83.86541091,3.012732507,0.126943718,0.0,14,1.0
8.78428136,1.580218964,0.0,222.4819234,21,1.429683026
313.2355946,0.469617424,0.743915985,45.34407712,6,2.02583071
